HOSP_DISTRICT,HOSP_NAME,CATEGORY_NAME,no_of_patient,total_claim_amount,start_data,end_date
Guntur,"Government General Hospital, Guntur",PEDIATRICS,2,47000,2015-12-01,2015-12-31
Guntur,"Government General Hospital, Guntur",PLASTIC SURGERY,1,20000,2015-12-01,2015-12-31
Guntur,"Government General Hospital, Guntur",PULMONOLOGY,1,15000,2015-12-01,2015-12-31
Guntur,Karumuri Hospital,CARDIAC AND CARDIOTHORACIC SURGERY,6,613084,2015-12-01,2015-12-31
Guntur,YASHASWI HOSPITALS,ORTHOPEDIC  SURGERY AND PROCEDURES,1,30000,2015-12-01,2015-12-31
Hyderabad,Apollo Hospitals Enterprises Ltd Jubilee Hills,COCHLEAR IMPLANT SURGERY,1,520000,2015-12-01,2015-12-31
Hyderabad,Govt Ent Hospital  - Koti,ENT  SURGERY,1,11500,2015-12-01,2015-12-31
Hyderabad,Mahavir Hospital And Research Centre,NEPHROLOGY,2,22500,2015-12-01,2015-12-31
Hyderabad,Niloufer Hospital,PEDIATRICS,1,10000,2015-12-01,2015-12-31
Hyderabad,Nims Hospitals,CARDIAC AND CARDIOTHORACIC SURGERY,8,911456,2015-12-01,2015-12-31
Hyderabad,Nims Hospitals,CARDIOLOGY,1,25000,2015-12-01,2015-12-31
Hyderabad,Nims Hospitals,GENITO URINARY SURGERIES,1,120000,2015-12-01,2015-12-31
Hyderabad,Nims Hospitals,ORTHOPEDIC  SURGERY AND PROCEDURES,2,62828,2015-12-01,2015-12-31
Hyderabad,Osmania General Hospital ,NEPHROLOGY,1,26970,2015-12-01,2015-12-31
Krishna,Govt. General Hospital- Vijayawada,NEPHROLOGY,3,41310,2015-12-01,2015-12-31
Krishna,Pinnamaneni Institue Of Medical Sciences,CARDIOLOGY,2,45000,2015-12-01,2015-12-31
Kurnool,District Hospital - Nandyal,PEDIATRICS,2,17500,2015-12-01,2015-12-31
Kurnool,Govt General Hospital Kurnool,CRITICAL CARE,3,116900,2015-12-01,2015-12-31
Kurnool,Govt General Hospital Kurnool,GASTROENTEROLOGY,1,23200,2015-12-01,2015-12-31
Kurnool,Govt General Hospital Kurnool,GENERAL MEDICINE,3,52800,2015-12-01,2015-12-31
Kurnool,Govt General Hospital Kurnool,GENERAL SURGERY,11,290450,2015-12-01,2015-12-31
Kurnool,Govt General Hospital Kurnool,NEPHROLOGY,1,20000,2015-12-01,2015-12-31
Kurnool,Govt General Hospital Kurnool,NEUROLOGY,3,52800,2015-12-01,2015-12-31
Kurnool,Govt General Hospital Kurnool,NEUROSURGERY,23,729000,2015-12-01,2015-12-31
Kurnool,Govt General Hospital Kurnool,ORTHOPEDIC  SURGERY AND PROCEDURES,2,37300,2015-12-01,2015-12-31
Kurnool,Govt General Hospital Kurnool,PEDIATRIC SURGERIES,1,30000,2015-12-01,2015-12-31
Kurnool,Govt General Hospital Kurnool,PLASTIC SURGERY,4,121500,2015-12-01,2015-12-31
Kurnool,Govt General Hospital Kurnool,POLY TRAUMA,2,39700,2015-12-01,2015-12-31
Kurnool,Govt General Hospital Kurnool,SURGICAL ONCOLOGY,2,58200,2015-12-01,2015-12-31
Kurnool,"OMNI Hospitals, a unit of Ms. Incor Padmachandra Hospitls Pvt. Ltd",NEPHROLOGY,1,7500,2015-12-01,2015-12-31
Kurnool,Shantiram Medical College  General Hospital,POLY TRAUMA,1,25000,2015-12-01,2015-12-31
Nellore,ABHIRAM INSTITUTE OF MEDICAL SCIENCES,CRITICAL CARE,1,70000,2015-12-01,2015-12-31
Nellore,ABHIRAM INSTITUTE OF MEDICAL SCIENCES,NEPHROLOGY,2,32470,2015-12-01,2015-12-31
Nellore,ABHIRAM INSTITUTE OF MEDICAL SCIENCES,PULMONOLOGY,1,20000,2015-12-01,2015-12-31
Nellore,Government General Hospital - Nellore,POLY TRAUMA,1,27300,2015-12-01,2015-12-31
Nellore,Narayana Medical College Hospital,CARDIOLOGY,1,10000,2015-12-01,2015-12-31
Nellore,Narayana Medical College Hospital,ENDOCRINOLOGY,1,17010,2015-12-01,2015-12-31
Nellore,Narayana Medical College Hospital,ENT  SURGERY,1,12380,2015-12-01,2015-12-31
Nellore,Narayana Medical College Hospital,PULMONOLOGY,1,15000,2015-12-01,2015-12-31
Nellore,RAINBOW SUPER SPECIALITY HOSPITAL ,CRITICAL CARE,1,15000,2015-12-01,2015-12-31
Nellore,RAINBOW SUPER SPECIALITY HOSPITAL ,PULMONOLOGY,1,25000,2015-12-01,2015-12-31
Nellore,SIMHAPURI HOSPITALS,NEPHROLOGY,2,3750,2015-12-01,2015-12-31
Prakasam,CHANDAMAMA CHILDRENS HOSPITAL,PEDIATRICS,1,12000,2015-12-01,2015-12-31
Prakasam,SAI VEENA CHILDRENS HOSPITAL,PEDIATRICS,2,69680,2015-12-01,2015-12-31
Srikakulam,KIMS SAI SESHDRI HOSPITAL,CARDIOLOGY,1,30000,2015-12-01,2015-12-31
Vishakhapatnam,Government Victoria Hospital,GYNAECOLOGY AND OBSTETRICS  SURGERY,1,16500,2015-12-01,2015-12-31
Vishakhapatnam,King George Hospital,CARDIAC AND CARDIOTHORACIC SURGERY,10,721100,2015-12-01,2015-12-31
Vishakhapatnam,King George Hospital,CARDIOLOGY,21,414000,2015-12-01,2015-12-31
Vishakhapatnam,King George Hospital,ENDOCRINOLOGY,2,26000,2015-12-01,2015-12-31
Vishakhapatnam,King George Hospital,GASTROENTEROLOGY,13,212950,2015-12-01,2015-12-31
Vishakhapatnam,King George Hospital,GENERAL MEDICINE,31,506500,2015-12-01,2015-12-31
Vishakhapatnam,King George Hospital,GENERAL SURGERY,2,71700,2015-12-01,2015-12-31
Vishakhapatnam,King George Hospital,GENITO URINARY SURGERIES,1,26170,2015-12-01,2015-12-31
Vishakhapatnam,King George Hospital,NEPHROLOGY,11,245936,2015-12-01,2015-12-31
Vishakhapatnam,King George Hospital,NEUROLOGY,33,572900,2015-12-01,2015-12-31
Vishakhapatnam,King George Hospital,NEUROSURGERY,4,106600,2015-12-01,2015-12-31
Vishakhapatnam,King George Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,2,28880,2015-12-01,2015-12-31
Vishakhapatnam,King George Hospital,PEDIATRICS,8,211400,2015-12-01,2015-12-31
Vishakhapatnam,King George Hospital,POLY TRAUMA,3,66900,2015-12-01,2015-12-31
Vishakhapatnam,King George Hospital,PULMONOLOGY,3,48400,2015-12-01,2015-12-31
Vishakhapatnam,King George Hospital,RHEUMATOLOGY,1,15500,2015-12-01,2015-12-31
Vishakhapatnam,King George Hospital,SURGICAL ONCOLOGY,1,14100,2015-12-01,2015-12-31
Vishakhapatnam,Queens Nri Hospitals,GENITO URINARY SURGERIES,1,10000,2015-12-01,2015-12-31
Vishakhapatnam,Queens Nri Hospitals,NEPHROLOGY,1,12500,2015-12-01,2015-12-31
Vishakhapatnam,SRADDHA HOSPITAL,NEPHROLOGY,1,14710,2015-12-01,2015-12-31
Vizianagaram,District Hospital - Vizianagaram,ENDOCRINOLOGY,1,12100,2015-12-01,2015-12-31
Vizianagaram,District Hospital - Vizianagaram,NEUROLOGY,2,19300,2015-12-01,2015-12-31
West Godavari,APPLE HOSPITAL A UNIT OF TANUKU HOSPITAL,CARDIOLOGY,2,60000,2015-12-01,2015-12-31
West Godavari,Area Hospital - Bhimavaram,NEUROLOGY,1,15000,2015-12-01,2015-12-31
West Godavari,District Hospital - Eluru,POLY TRAUMA,1,5000,2015-12-01,2015-12-31
West Godavari,Sri Lakshmi Hospitals,ORTHOPEDIC  SURGERY AND PROCEDURES,2,33280,2015-12-01,2015-12-31
West Godavari,Sri Lakshmi Hospitals,POLY TRAUMA,4,115224,2015-12-01,2015-12-31
YSR Kadapa,District Hospital - Proddutur,GENERAL SURGERY,3,70000,2015-12-01,2015-12-31
YSR Kadapa,District Hospital - Proddutur,GYNAECOLOGY AND OBSTETRICS  SURGERY,1,25000,2015-12-01,2015-12-31
YSR Kadapa,District Hospital - Proddutur,ORTHOPEDIC  SURGERY AND PROCEDURES,1,5000,2015-12-01,2015-12-31
YSR Kadapa,Rims General Hospital,CARDIOLOGY,1,15000,2015-12-01,2015-12-31
YSR Kadapa,Rims General Hospital,ENDOCRINOLOGY,1,19400,2015-12-01,2015-12-31
YSR Kadapa,Rims General Hospital,ENT  SURGERY,2,25600,2015-12-01,2015-12-31
YSR Kadapa,Rims General Hospital,GASTROENTEROLOGY,3,48380,2015-12-01,2015-12-31
YSR Kadapa,Rims General Hospital,GENERAL SURGERY,10,160460,2015-12-01,2015-12-31
YSR Kadapa,Rims General Hospital,GYNAECOLOGY AND OBSTETRICS  SURGERY,5,95100,2015-12-01,2015-12-31
YSR Kadapa,Rims General Hospital,NEPHROLOGY,2,17500,2015-12-01,2015-12-31
YSR Kadapa,Rims General Hospital,OPHTHALMOLOGY  SURGERY,4,26996,2015-12-01,2015-12-31
YSR Kadapa,Rims General Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,1,6100,2015-12-01,2015-12-31
YSR Kadapa,Rims General Hospital,PEDIATRICS,7,195000,2015-12-01,2015-12-31
YSR Kadapa,Rims General Hospital,POLY TRAUMA,2,37600,2015-12-01,2015-12-31
YSR Kadapa,Rims General Hospital,PULMONOLOGY,2,35800,2015-12-01,2015-12-31
Anantapur,Aasha Hospital,GENITO URINARY SURGERIES,1,30000,2016-01-01,2016-01-31
Anantapur,CHANDRA SUPERSPECIALTY HOSPITAL,NEPHROLOGY,1,10000,2016-01-01,2016-01-31
Anantapur,Govt General Hospital Anantapur,ENT  SURGERY,11,135900,2016-01-01,2016-01-31
Anantapur,Govt General Hospital Anantapur,GASTROENTEROLOGY,2,36000,2016-01-01,2016-01-31
Anantapur,Govt General Hospital Anantapur,GENERAL SURGERY,8,162610,2016-01-01,2016-01-31
Anantapur,Govt General Hospital Anantapur,GYNAECOLOGY AND OBSTETRICS  SURGERY,2,48600,2016-01-01,2016-01-31
Anantapur,Govt General Hospital Anantapur,ORTHOPEDIC  SURGERY AND PROCEDURES,2,46926,2016-01-01,2016-01-31
Anantapur,Govt General Hospital Anantapur,POLY TRAUMA,2,20000,2016-01-01,2016-01-31
Anantapur,TEJA NURSING HOME,ORTHOPEDIC  SURGERY AND PROCEDURES,2,30000,2016-01-01,2016-01-31
Chittoor,Area Hospital - Madanapalli,GENERAL SURGERY,1,20000,2016-01-01,2016-01-31
Chittoor,Pes Institute Of Medical Sciences And Research Hospital,CRITICAL CARE,2,50000,2016-01-01,2016-01-31
Chittoor,Pes Institute Of Medical Sciences And Research Hospital,NEPHROLOGY,2,37870,2016-01-01,2016-01-31
Chittoor,Pes Institute Of Medical Sciences And Research Hospital,PEDIATRICS,1,15000,2016-01-01,2016-01-31
Chittoor,Pes Institute Of Medical Sciences And Research Hospital,POLY TRAUMA,1,28000,2016-01-01,2016-01-31
Chittoor,S.V.R.R.Hospital,GASTROENTEROLOGY,3,52000,2016-01-01,2016-01-31
Chittoor,S.V.R.R.Hospital,GENERAL MEDICINE,1,10000,2016-01-01,2016-01-31
Chittoor,S.V.R.R.Hospital,GENERAL SURGERY,2,63000,2016-01-01,2016-01-31
Chittoor,S.V.R.R.Hospital,NEUROLOGY,2,30000,2016-01-01,2016-01-31
Chittoor,S.V.R.R.Hospital,NEUROSURGERY,1,50000,2016-01-01,2016-01-31
Chittoor,S.V.R.R.Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,3,60000,2016-01-01,2016-01-31
Chittoor,S.V.R.R.Hospital,POLY TRAUMA,2,26000,2016-01-01,2016-01-31
Chittoor,S.V.R.R.Hospital,PULMONOLOGY,1,25000,2016-01-01,2016-01-31
Chittoor,S.V.R.R.Hospital,SURGICAL GASTRO ENTEROLOGY,1,100000,2016-01-01,2016-01-31
Chittoor,S.V.R.R.Hospital,SURGICAL ONCOLOGY,2,90690,2016-01-01,2016-01-31
Chittoor,Sri Priya Nursing Home,GENITO URINARY SURGERIES,1,31280,2016-01-01,2016-01-31
East Godavari,"Government General Hospital,Kakinada",ENT  SURGERY,1,12600,2016-01-01,2016-01-31
East Godavari,"Government General Hospital,Kakinada",PEDIATRICS,8,235500,2016-01-01,2016-01-31
East Godavari,"Government General Hospital,Kakinada",RADIATION ONCOLOGY,1,10000,2016-01-01,2016-01-31
East Godavari,Raghava 24 Hours Hospital,NEUROLOGY,1,31030,2016-01-01,2016-01-31
East Godavari,Raghava 24 Hours Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,2,68228,2016-01-01,2016-01-31
East Godavari,Raju Neuro And Multispeciality Hospitals P Ltd  ,CRITICAL CARE,1,40000,2016-01-01,2016-01-31
East Godavari,SRI ADITYA HOSPITAL ,NEPHROLOGY,1,8750,2016-01-01,2016-01-31
East Godavari,SURYA GLOBAL MULTI SPECIALITY HOSPITALS AND CANCER RESEARCH CENTRE,NEPHROLOGY,2,39070,2016-01-01,2016-01-31
Guntur,Area Hospital - Bapatla,GENERAL SURGERY,1,10000,2016-01-01,2016-01-31
Guntur,District Hospital - Tenali,CARDIOLOGY,1,10000,2016-01-01,2016-01-31
Guntur,District Hospital - Tenali,ENDOCRINOLOGY,2,43020,2016-01-01,2016-01-31
Guntur,District Hospital - Tenali,GENERAL MEDICINE,4,58000,2016-01-01,2016-01-31
Guntur,District Hospital - Tenali,NEUROLOGY,4,70030,2016-01-01,2016-01-31
Guntur,"Government General Hospital, Guntur",CARDIAC AND CARDIOTHORACIC SURGERY,1,99678,2016-01-01,2016-01-31
Guntur,"Government General Hospital, Guntur",CARDIOLOGY,6,67000,2016-01-01,2016-01-31
Guntur,"Government General Hospital, Guntur",GASTROENTEROLOGY,5,93910,2016-01-01,2016-01-31
Guntur,"Government General Hospital, Guntur",GENERAL MEDICINE,4,66000,2016-01-01,2016-01-31
Guntur,"Government General Hospital, Guntur",NEPHROLOGY,8,129500,2016-01-01,2016-01-31
Guntur,"Government General Hospital, Guntur",NEUROLOGY,19,352420,2016-01-01,2016-01-31
Guntur,"Government General Hospital, Guntur",ORTHOPEDIC  SURGERY AND PROCEDURES,2,39100,2016-01-01,2016-01-31
Guntur,"Government General Hospital, Guntur",PEDIATRICS,1,12000,2016-01-01,2016-01-31
Guntur,"Government General Hospital, Guntur",PULMONOLOGY,4,68400,2016-01-01,2016-01-31
Guntur,Karumuri Hospital,CARDIAC AND CARDIOTHORACIC SURGERY,8,860076,2016-01-01,2016-01-31
Guntur,Karumuri Hospital,CARDIOLOGY,2,60000,2016-01-01,2016-01-31
Guntur,SUSMITHA ORTHO AND TRAUMA CARE,ORTHOPEDIC  SURGERY AND PROCEDURES,1,25000,2016-01-01,2016-01-31
Hyderabad,Gandhi Hospitals,GASTROENTEROLOGY,1,9190,2016-01-01,2016-01-31
Hyderabad,Mahavir Hospital And Research Centre,NEPHROLOGY,1,12500,2016-01-01,2016-01-31
Hyderabad,Nims Hospitals,CARDIAC AND CARDIOTHORACIC SURGERY,4,175000,2016-01-01,2016-01-31
Hyderabad,Nims Hospitals,CARDIOLOGY,1,15100,2016-01-01,2016-01-31
Hyderabad,Nims Hospitals,GENERAL SURGERY,1,37300,2016-01-01,2016-01-31
Hyderabad,Nims Hospitals,NEPHROLOGY,1,29866,2016-01-01,2016-01-31
Hyderabad,Nims Hospitals,RHEUMATOLOGY,2,37951,2016-01-01,2016-01-31
Hyderabad,Nims Hospitals,SURGICAL ONCOLOGY,2,91000,2016-01-01,2016-01-31
Hyderabad,Quality Care India Ltd Care Hospitals Banjarahills,COCHLEAR IMPLANT SURGERY,1,510000,2016-01-01,2016-01-31
Krishna,District Hospital - Machilipatnam,NEUROLOGY,1,17300,2016-01-01,2016-01-31
Krishna,District Hospital - Machilipatnam,POLY TRAUMA,1,27300,2016-01-01,2016-01-31
Krishna,Govt. General Hospital- Vijayawada,GENERAL SURGERY,2,64100,2016-01-01,2016-01-31
Krishna,Govt. General Hospital- Vijayawada,NEPHROLOGY,5,88250,2016-01-01,2016-01-31
Krishna,Govt. General Hospital- Vijayawada,NEUROLOGY,8,140160,2016-01-01,2016-01-31
Krishna,Govt. General Hospital- Vijayawada,OPHTHALMOLOGY  SURGERY,1,10100,2016-01-01,2016-01-31
Krishna,Govt. General Hospital- Vijayawada,PULMONOLOGY,1,5000,2016-01-01,2016-01-31
Krishna,KAMINENI HOSPITAL,NEPHROLOGY,1,12000,2016-01-01,2016-01-31
Krishna,Pinnamaneni Institue Of Medical Sciences,CARDIOLOGY,1,10000,2016-01-01,2016-01-31
Krishna,Pinnamaneni Institue Of Medical Sciences,CRITICAL CARE,1,30000,2016-01-01,2016-01-31
Krishna,Usha Cardiac Centre Limited,CARDIAC AND CARDIOTHORACIC SURGERY,1,105846,2016-01-01,2016-01-31
Kurnool,District Hospital - Nandyal,PEDIATRICS,1,5000,2016-01-01,2016-01-31
Kurnool,Govt General Hospital Kurnool,CRITICAL CARE,2,37000,2016-01-01,2016-01-31
Kurnool,Govt General Hospital Kurnool,GASTROENTEROLOGY,4,96410,2016-01-01,2016-01-31
Kurnool,Govt General Hospital Kurnool,GENERAL MEDICINE,1,14600,2016-01-01,2016-01-31
Kurnool,Govt General Hospital Kurnool,GENERAL SURGERY,7,207610,2016-01-01,2016-01-31
Kurnool,Govt General Hospital Kurnool,NEPHROLOGY,2,35330,2016-01-01,2016-01-31
Kurnool,Govt General Hospital Kurnool,NEUROLOGY,5,79660,2016-01-01,2016-01-31
Kurnool,Govt General Hospital Kurnool,NEUROSURGERY,3,161650,2016-01-01,2016-01-31
Kurnool,Govt General Hospital Kurnool,POLY TRAUMA,4,63100,2016-01-01,2016-01-31
Kurnool,Govt General Hospital Kurnool,SURGICAL ONCOLOGY,3,90130,2016-01-01,2016-01-31
Kurnool,"OMNI Hospitals, a unit of Ms. Incor Padmachandra Hospitls Pvt. Ltd",NEPHROLOGY,2,44166,2016-01-01,2016-01-31
Nellore,Anasuya Institute Of Medical Sciences,CARDIOLOGY,1,25000,2016-01-01,2016-01-31
Nellore,Jayabharat Hospital,POLY TRAUMA,1,30000,2016-01-01,2016-01-31
Nellore,Narayana Medical College Hospital,CARDIOLOGY,6,154100,2016-01-01,2016-01-31
Nellore,Narayana Medical College Hospital,CRITICAL CARE,3,112104,2016-01-01,2016-01-31
Nellore,Narayana Medical College Hospital,GASTROENTEROLOGY,4,91733,2016-01-01,2016-01-31
Nellore,Narayana Medical College Hospital,NEUROLOGY,1,49830,2016-01-01,2016-01-31
Nellore,Narayana Medical College Hospital,PULMONOLOGY,5,137000,2016-01-01,2016-01-31
Nellore,SIMHAPURI HOSPITALS,NEPHROLOGY,5,57120,2016-01-01,2016-01-31
Prakasam,Rajiv Gandhi Institute of Medical Sciences RIMS Ongole,ENT  SURGERY,1,16500,2016-01-01,2016-01-31
Prakasam,Rajiv Gandhi Institute of Medical Sciences RIMS Ongole,ORTHOPEDIC  SURGERY AND PROCEDURES,1,10000,2016-01-01,2016-01-31
Ranga Reddy,Kamineni Oncology Private Limited,RADIATION ONCOLOGY,1,45000,2016-01-01,2016-01-31
Srikakulam,"Rims Govt. General Hospital, Srikakulam",NEUROLOGY,3,67690,2016-01-01,2016-01-31
Srikakulam,"Rims Govt. General Hospital, Srikakulam",PEDIATRICS,1,28000,2016-01-01,2016-01-31
Srikakulam,"Rims Govt. General Hospital, Srikakulam",PULMONOLOGY,1,25500,2016-01-01,2016-01-31
Vishakhapatnam,Area Hospital - Narsipatnam,GENERAL SURGERY,1,17500,2016-01-01,2016-01-31
Vishakhapatnam,Area Hospital - Narsipatnam,GYNAECOLOGY AND OBSTETRICS  SURGERY,1,25000,2016-01-01,2016-01-31
Vishakhapatnam,Area Hospital - Narsipatnam,NEUROLOGY,1,10000,2016-01-01,2016-01-31
Vishakhapatnam,Government Victoria Hospital,GYNAECOLOGY AND OBSTETRICS  SURGERY,1,29000,2016-01-01,2016-01-31
Vishakhapatnam,King George Hospital,CARDIAC AND CARDIOTHORACIC SURGERY,30,2089530,2016-01-01,2016-01-31
Vishakhapatnam,King George Hospital,CARDIOLOGY,19,370000,2016-01-01,2016-01-31
Vishakhapatnam,King George Hospital,CRITICAL CARE,2,44500,2016-01-01,2016-01-31
Vishakhapatnam,King George Hospital,GASTROENTEROLOGY,25,345380,2016-01-01,2016-01-31
Vishakhapatnam,King George Hospital,GENERAL MEDICINE,20,281180,2016-01-01,2016-01-31
Vishakhapatnam,King George Hospital,GENERAL SURGERY,1,44400,2016-01-01,2016-01-31
Vishakhapatnam,King George Hospital,GENITO URINARY SURGERIES,1,91670,2016-01-01,2016-01-31
Vishakhapatnam,King George Hospital,NEPHROLOGY,5,95060,2016-01-01,2016-01-31
Vishakhapatnam,King George Hospital,NEUROLOGY,58,1143900,2016-01-01,2016-01-31
Vishakhapatnam,King George Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,1,12300,2016-01-01,2016-01-31
Vishakhapatnam,King George Hospital,PEDIATRIC SURGERIES,2,55290,2016-01-01,2016-01-31
Vishakhapatnam,King George Hospital,PEDIATRICS,8,125000,2016-01-01,2016-01-31
Vishakhapatnam,King George Hospital,PULMONOLOGY,7,119200,2016-01-01,2016-01-31
Vishakhapatnam,King George Hospital,RHEUMATOLOGY,5,101153,2016-01-01,2016-01-31
Vishakhapatnam,King George Hospital,SURGICAL GASTRO ENTEROLOGY,1,37100,2016-01-01,2016-01-31
Vishakhapatnam,King George Hospital,SURGICAL ONCOLOGY,1,24260,2016-01-01,2016-01-31
Vishakhapatnam,Queens Nri Hospitals,GENITO URINARY SURGERIES,1,47300,2016-01-01,2016-01-31
Vishakhapatnam,Queens Nri Hospitals,NEPHROLOGY,3,17500,2016-01-01,2016-01-31
Vizianagaram,District Hospital - Vizianagaram,GASTROENTEROLOGY,1,50000,2016-01-01,2016-01-31
Vizianagaram,District Hospital - Vizianagaram,NEUROLOGY,3,41600,2016-01-01,2016-01-31
West Godavari,APPLE HOSPITAL A UNIT OF TANUKU HOSPITAL,CARDIOLOGY,1,9100,2016-01-01,2016-01-31
West Godavari,Area Hospital - Bhimavaram,NEUROLOGY,1,10000,2016-01-01,2016-01-31
West Godavari,Good Samaritan Cancer and General Hospital,RADIATION ONCOLOGY,1,10500,2016-01-01,2016-01-31
YSR Kadapa,District Hospital - Proddutur,GENERAL SURGERY,6,101730,2016-01-01,2016-01-31
YSR Kadapa,Rims General Hospital,CARDIOLOGY,1,10000,2016-01-01,2016-01-31
YSR Kadapa,Rims General Hospital,CRITICAL CARE,1,40000,2016-01-01,2016-01-31
YSR Kadapa,Rims General Hospital,ENDOCRINOLOGY,1,17010,2016-01-01,2016-01-31
YSR Kadapa,Rims General Hospital,ENT  SURGERY,7,88520,2016-01-01,2016-01-31
YSR Kadapa,Rims General Hospital,GASTROENTEROLOGY,3,81900,2016-01-01,2016-01-31
YSR Kadapa,Rims General Hospital,GENERAL SURGERY,6,112700,2016-01-01,2016-01-31
YSR Kadapa,Rims General Hospital,GYNAECOLOGY AND OBSTETRICS  SURGERY,6,126160,2016-01-01,2016-01-31
YSR Kadapa,Rims General Hospital,NEUROLOGY,5,101090,2016-01-01,2016-01-31
YSR Kadapa,Rims General Hospital,OPHTHALMOLOGY  SURGERY,1,11429,2016-01-01,2016-01-31
YSR Kadapa,Rims General Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,2,20160,2016-01-01,2016-01-31
YSR Kadapa,Rims General Hospital,PEDIATRICS,7,185000,2016-01-01,2016-01-31
YSR Kadapa,Rims General Hospital,POLY TRAUMA,3,71600,2016-01-01,2016-01-31
YSR Kadapa,Rims General Hospital,PULMONOLOGY,4,73600,2016-01-01,2016-01-31
YSR Kadapa,Rims General Hospital,SURGICAL GASTRO ENTEROLOGY,1,29226,2016-01-01,2016-01-31
Anantapur,Govt General Hospital Anantapur,ENT  SURGERY,5,49630,2016-02-01,2016-02-29
Anantapur,Govt General Hospital Anantapur,GASTROENTEROLOGY,1,30000,2016-02-01,2016-02-29
Anantapur,Govt General Hospital Anantapur,GENERAL SURGERY,13,298100,2016-02-01,2016-02-29
Anantapur,Govt General Hospital Anantapur,GYNAECOLOGY AND OBSTETRICS  SURGERY,2,41900,2016-02-01,2016-02-29
Anantapur,Govt General Hospital Anantapur,ORTHOPEDIC  SURGERY AND PROCEDURES,1,13300,2016-02-01,2016-02-29
Anantapur,Govt General Hospital Anantapur,SURGICAL GASTRO ENTEROLOGY,1,42100,2016-02-01,2016-02-29
Anantapur,TEJA NURSING HOME,ORTHOPEDIC  SURGERY AND PROCEDURES,1,7000,2016-02-01,2016-02-29
Chittoor,Area Hospital - Madanapalli,GENERAL SURGERY,1,20910,2016-02-01,2016-02-29
Chittoor,Area Hospital - Madanapalli,GYNAECOLOGY AND OBSTETRICS  SURGERY,4,79000,2016-02-01,2016-02-29
Chittoor,Area Hospital - Madanapalli,POLY TRAUMA,1,4000,2016-02-01,2016-02-29
Chittoor,PURNAS REMEDY HOSPITAL,GENITO URINARY SURGERIES,1,48200,2016-02-01,2016-02-29
Chittoor,PURNAS REMEDY HOSPITAL,NEPHROLOGY,1,27970,2016-02-01,2016-02-29
Chittoor,Pes Institute Of Medical Sciences And Research Hospital,CARDIAC AND CARDIOTHORACIC SURGERY,1,8000,2016-02-01,2016-02-29
Chittoor,Pes Institute Of Medical Sciences And Research Hospital,CARDIOLOGY,1,40000,2016-02-01,2016-02-29
Chittoor,Pes Institute Of Medical Sciences And Research Hospital,CRITICAL CARE,4,165000,2016-02-01,2016-02-29
Chittoor,Pes Institute Of Medical Sciences And Research Hospital,NEPHROLOGY,14,169920,2016-02-01,2016-02-29
Chittoor,Pes Institute Of Medical Sciences And Research Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,1,15000,2016-02-01,2016-02-29
Chittoor,Pes Institute Of Medical Sciences And Research Hospital,PEDIATRICS,1,9100,2016-02-01,2016-02-29
Chittoor,Pes Institute Of Medical Sciences And Research Hospital,POLY TRAUMA,1,30000,2016-02-01,2016-02-29
Chittoor,S.V.R.R.Hospital,GASTROENTEROLOGY,9,268300,2016-02-01,2016-02-29
Chittoor,S.V.R.R.Hospital,GENERAL MEDICINE,2,80000,2016-02-01,2016-02-29
Chittoor,S.V.R.R.Hospital,GENERAL SURGERY,3,90000,2016-02-01,2016-02-29
Chittoor,S.V.R.R.Hospital,NEUROLOGY,1,17000,2016-02-01,2016-02-29
Chittoor,S.V.R.R.Hospital,ORTHOPEDIC  SURGERY AND PROCEDURES,4,70000,2016-02-01,2016-02-29
Chittoor,S.V.R.R.Hospital,PEDIATRICS,6,187100,2016-02-01,2016-02-29
Chittoor,S.V.R.R.Hospital,PLASTIC SURGERY,2,61580,2016-02-01,2016-02-29
Chittoor,Sree Ramadevi Multy Speciality Hospital,GENERAL MEDICINE,1,30000,2016-02-01,2016-02-29
Chittoor,Sri Sai Sudha Hospital,POLY TRAUMA,1,15000,2016-02-01,2016-02-29
Chittoor,Sri Venkateswara Institute Of Medical Sciences,CRITICAL CARE,1,60000,2016-02-01,2016-02-29
East Godavari,7 STAR SUPER SPECIALITY HOSPITAL,ORTHOPEDIC  SURGERY AND PROCEDURES,1,5000,2016-02-01,2016-02-29
East Godavari,District Hospital - Rajahmundry,GENERAL SURGERY,1,24100,2016-02-01,2016-02-29
East Godavari,District Hospital - Rajahmundry,POLY TRAUMA,1,27300,2016-02-01,2016-02-29
East Godavari,"Government General Hospital,Kakinada",GASTROENTEROLOGY,1,125500,2016-02-01,2016-02-29
East Godavari,"Government General Hospital,Kakinada",GENERAL SURGERY,5,102890,2016-02-01,2016-02-29
East Godavari,"Government General Hospital,Kakinada",GENITO URINARY SURGERIES,1,27300,2016-02-01,2016-02-29
